1.00022 0.796242
1.00005 -0.383754
0.999232 -0.448749
0.997769 -0.353946
0.995669 -0.259979
0.992937 -0.193024
0.989581 -0.137021
0.98561 -0.0906444
0.98103 -0.0521236
0.975852 -0.0196912
0.970085 0.00815545
0.963738 0.0324807
0.956823 0.0540527
0.949349 0.0734169
0.94133 0.0910171
0.932775 0.107121
0.923699 0.12201
0.914113 0.13584
0.904031 0.148773
0.893466 0.160917
0.882432 0.172376
0.870944 0.183234
0.859015 0.193532
0.846662 0.203362
0.833899 0.21274
0.820742 0.221724
0.807207 0.230343
0.793309 0.238621
0.779067 0.246605
0.764495 0.254294
0.749612 0.261732
0.734434 0.268926
0.71898 0.275905
0.703266 0.282677
0.687311 0.289265
0.671133 0.295685
0.65475 0.30195
0.638181 0.308081
0.621444 0.31409
0.604558 0.319993
0.587543 0.32581
0.570417 0.331554
0.5532 0.337242
0.535911 0.342898
0.51857 0.348533
0.501196 0.354173
0.483809 0.359839
0.466429 0.365549
0.449076 0.371332
0.431769 0.377214
0.414529 0.383218
0.397376 0.389378
0.380329 0.395728
0.363408 0.402304
0.346634 0.409142
0.330027 0.416283
0.313607 0.423775
0.297393 0.431675
0.281406 0.440026
0.265666 0.448897
0.250191 0.458361
0.235002 0.468486
0.220119 0.479349
0.20556 0.491061
0.191346 0.503702
0.177495 0.5174
0.164026 0.532279
0.150958 0.548472
0.138309 0.566148
0.126098 0.58546
0.114343 0.60661
0.103061 0.629797
0.0922705 0.655232
0.0819876 0.683142
0.0722292 0.713736
0.0630118 0.74719
0.0543512 0.783586
0.0462629 0.822826
0.0387616 0.864439
0.031862 0.907241
0.0255777 0.948642
0.019922 0.983265
0.0149076 0.999972
0.0105464 0.975219
0.00684955 0.857174
0.00382753 0.525262
0.00149001 -0.317319
-0.000154205 -2.40577
-0.000154205 -7.09772
-0.00109719 -13.498
-0.00133196 -14.8041
-0.000852477 -11.5985
0.000346245 -8.52911
0.00226815 -6.46924
0.00491606 -5.12574
0.00829168 -4.21849
0.0123955 -3.57873
0.0172268 -3.10976
0.0227835 -2.75404
0.0290625 -2.47684
0.036059 -2.25537
0.0437672 -2.07509
0.0521796 -1.92568
0.0612875 -1.79986
0.0710808 -1.69265
0.0815478 -1.60006
0.0926756 -1.51925
0.10445 -1.44807
0.116854 -1.38465
0.129872 -1.32778
0.143484 -1.27624
0.157671 -1.22922
0.172411 -1.186
0.187681 -1.14596
0.203457 -1.10861
0.219715 -1.07355
0.236428 -1.04041
0.253569 -1.00893
0.271109 -0.97883
0.289019 -0.949967
0.307268 -0.922029
0.325827 -0.894981
0.344662 -0.868658
0.363742 -0.842906
0.383035 -0.817698
0.402506 -0.792876
0.422123 -0.768441
0.441851 -0.744278
0.461657 -0.720384
0.481506 -0.696658
0.501366 -0.673142
0.521203 -0.649746
0.540982 -0.626461
0.560671 -0.603317
0.580238 -0.580228
0.59965 -0.557221
0.618876 -0.534307
0.637886 -0.511425
0.656648 -0.488615
0.675134 -0.465858
0.693315 -0.443176
0.711165 -0.420513
0.728656 -0.397918
0.745763 -0.375374
0.762462 -0.352789
0.778728 -0.33032
0.794541 -0.307819
0.809879 -0.285292
0.824721 -0.262753
0.839049 -0.240156
0.852846 -0.21739
0.866094 -0.194491
0.878778 -0.171383
0.890885 -0.147896
0.9024 -0.123973
0.913312 -0.0995237
0.923611 -0.0742943
0.933286 -0.0479342
0.942328 -0.0203976
0.950731 0.00904676
0.958487 0.0408821
0.965591 0.075933
0.972039 0.115707
0.977826 0.161907
0.982951 0.21827
0.98741 0.289924
0.991205 0.388414
0.994334 0.537632
0.996798 0.796242
